##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	19_3F_fox_paired_R1.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	15899268
Total Bases	1.5 Gbp
Sequences flagged as poor quality	0
Sequence length	35-101
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.48037066863707	32.0	32.0	32.0	32.0	32.0
2	31.52729396095468	32.0	32.0	32.0	32.0	32.0
3	35.40672979410121	37.0	37.0	37.0	32.0	37.0
4	36.0251727312226	37.0	37.0	37.0	32.0	37.0
5	36.21849131670716	37.0	37.0	37.0	37.0	37.0
6	39.65102053754928	41.0	41.0	41.0	37.0	41.0
7	39.772894638923	41.0	41.0	41.0	37.0	41.0
8	40.03620411958588	41.0	41.0	41.0	37.0	41.0
9	40.11999728540962	41.0	41.0	41.0	37.0	41.0
10-11	40.188616922489764	41.0	41.0	41.0	37.0	41.0
12-13	40.201503176121065	41.0	41.0	41.0	39.0	41.0
14-15	40.18500920922901	41.0	41.0	41.0	37.0	41.0
16-17	40.142997463782606	41.0	41.0	41.0	39.0	41.0
18-19	40.13476865727404	41.0	41.0	41.0	37.0	41.0
20-21	40.120974563105676	41.0	41.0	41.0	37.0	41.0
22-23	40.12858868722761	41.0	41.0	41.0	37.0	41.0
24-25	40.11243489322905	41.0	41.0	41.0	37.0	41.0
26-27	40.06307601708456	41.0	41.0	41.0	37.0	41.0
28-29	40.03885024769694	41.0	41.0	41.0	37.0	41.0
30-31	40.009369833881664	41.0	41.0	41.0	37.0	41.0
32-33	40.018208416890644	41.0	41.0	41.0	37.0	41.0
34-35	40.058047923967315	41.0	41.0	41.0	37.0	41.0
36-37	40.05587954938841	41.0	41.0	41.0	37.0	41.0
38-39	40.045817340045076	41.0	41.0	41.0	37.0	41.0
40-41	40.0439980250477	41.0	41.0	41.0	37.0	41.0
42-43	40.030972829194226	41.0	41.0	41.0	37.0	41.0
44-45	39.984074407405174	41.0	41.0	41.0	37.0	41.0
46-47	39.98667247816235	41.0	41.0	41.0	37.0	41.0
48-49	39.99071997750301	41.0	41.0	41.0	37.0	41.0
50-51	39.98427867516277	41.0	41.0	41.0	37.0	41.0
52-53	39.94367200460927	41.0	41.0	41.0	37.0	41.0
54-55	39.9453914081265	41.0	41.0	41.0	37.0	41.0
56-57	39.92792201640828	41.0	41.0	41.0	37.0	41.0
58-59	39.9195411706437	41.0	41.0	41.0	37.0	41.0
60-61	39.90488345564717	41.0	41.0	41.0	37.0	41.0
62-63	39.874047206342624	41.0	41.0	41.0	37.0	41.0
64-65	39.86832115661424	41.0	41.0	41.0	37.0	41.0
66-67	39.85051101049548	41.0	41.0	41.0	37.0	41.0
68-69	39.83865008940343	41.0	41.0	41.0	37.0	41.0
70-71	39.760773377980996	41.0	41.0	41.0	37.0	41.0
72-73	39.77423266798944	41.0	41.0	41.0	37.0	41.0
74-75	39.75140315396504	41.0	41.0	41.0	37.0	41.0
76-77	39.40451574589292	41.0	41.0	41.0	37.0	41.0
78-79	39.50727671939385	41.0	41.0	41.0	37.0	41.0
80-81	39.65085701548952	41.0	41.0	41.0	37.0	41.0
82-83	39.700849729028775	41.0	41.0	41.0	37.0	41.0
84-85	39.68009302357644	41.0	41.0	41.0	37.0	41.0
86-87	39.65705298252391	41.0	41.0	41.0	37.0	41.0
88-89	39.51898798836475	41.0	41.0	41.0	37.0	41.0
90-91	39.55076887724026	41.0	41.0	41.0	37.0	41.0
92-93	39.508716716148655	41.0	41.0	41.0	37.0	41.0
94-95	39.44367336334716	41.0	41.0	41.0	37.0	41.0
96-97	39.44545042771175	41.0	41.0	41.0	37.0	41.0
98-99	39.27537395106266	41.0	41.0	41.0	37.0	41.0
100-101	39.23856555663066	41.0	39.0	41.0	34.5	41.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.17848897138013342
1101	2	-0.12266499989944535
1101	3	-0.3144998464748596
1101	4	-0.2023813468600082
1101	5	0.12901574216166978
1101	6	-0.09672392694586307
1101	7	-0.08102399750276845
1101	8	0.07375622240660817
1101	9	0.014884802740866121
1101	10-11	0.07180329438649125
1101	12-13	0.07514850486489166
1101	14-15	0.046677657727784094
1101	16-17	0.04781464404298674
1101	18-19	0.05210476551859955
1101	20-21	0.06941744229801117
1101	22-23	0.06815791088133238
1101	24-25	0.06771616091069887
1101	26-27	0.05610742867656171
1101	28-29	0.037220826828729514
1101	30-31	0.0609969021311727
1101	32-33	0.07920056799797948
1101	34-35	-0.00468891149331796
1101	36-37	0.039303775542002484
1101	38-39	0.032297923665403516
1101	40-41	-0.017467680793920692
1101	42-43	0.023740123867405316
1101	44-45	0.08611863607760029
1101	46-47	0.03748202219398422
1101	48-49	0.04659136002229758
1101	50-51	0.053612998120797783
1101	52-53	0.09238596429388934
1101	54-55	0.056109924429009084
1101	56-57	0.10026352055097476
1101	58-59	0.031741171600586426
1101	60-61	0.07105826162469242
1101	62-63	0.0602585725093121
1101	64-65	0.05446663441618682
1101	66-67	0.08189577496516165
1101	68-69	0.052166775885872596
1101	70-71	0.11492616002391287
1101	72-73	0.10871080077255613
1101	74-75	0.10359990399039987
1101	76-77	0.10490821774870085
1101	78-79	0.15560382785669447
1101	80-81	0.17536930536952156
1101	82-83	0.15042851581487326
1101	84-85	0.13210893656532363
1101	86-87	0.14073466001466528
1101	88-89	0.23786510149346896
1101	90-91	0.2690296966108292
1101	92-93	0.2630893200713089
1101	94-95	0.3033247471732423
1101	96-97	0.20963361111630974
1101	98-99	0.36527798974617554
1101	100-101	0.17913767709636375
1102	1	-0.09618451252963567
1102	2	-0.020007053338044756
1102	3	-0.20938498871749545
1102	4	-0.03750251471451094
1102	5	0.1584033267973055
1102	6	0.06601627001857224
1102	7	-0.015559963616169625
1102	8	0.10895424492764505
1102	9	0.05285998753062415
1102	10-11	0.09663242423154372
1102	12-13	0.09180727312328685
1102	14-15	0.051459567525107275
1102	16-17	0.09938333465292715
1102	18-19	0.13042324769308777
1102	20-21	0.09599667698217473
1102	22-23	0.07723441077885695
1102	24-25	0.10261788525289006
1102	26-27	0.08625325321404631
1102	28-29	0.0812747048997906
1102	30-31	0.12412926475943209
1102	32-33	0.10054783493297492
1102	34-35	0.03368337235091445
1102	36-37	0.06351690705144364
1102	38-39	0.0641947185490892
1102	40-41	0.07660234838441937
1102	42-43	0.0687580505694072
1102	44-45	0.10145276579198281
1102	46-47	0.07046974182874521
1102	48-49	0.03959740796148026
1102	50-51	0.060632551105385346
1102	52-53	0.049557846911241654
1102	54-55	0.05630428235342322
1102	56-57	0.051384079767991864
1102	58-59	0.030979687908754272
1102	60-61	0.07681645710158591
1102	62-63	0.10752262318604267
1102	64-65	0.0868622415155258
1102	66-67	0.06500787851209111
1102	68-69	0.09906879858866802
1102	70-71	0.15726847355307427
1102	72-73	0.1379650962815333
1102	74-75	0.21605112168845153
1102	76-77	0.2050751961817241
1102	78-79	0.22177854740937164
1102	80-81	0.19175428719941578
1102	82-83	0.17128335068981926
1102	84-85	0.1727097527710697
1102	86-87	0.1620327464372835
1102	88-89	0.28739695983775704
1102	90-91	0.3026506215837941
1102	92-93	0.2736813738168564
1102	94-95	0.30966805039913226
1102	96-97	0.30716111130821133
1102	98-99	0.5009914431950406
1102	100-101	0.2877778284406318
1103	1	-0.09641657546431048
1103	2	-0.03239661351545564
1103	3	-0.2638605715478235
1103	4	-0.06875885103512758
1103	5	0.14343937675186424
1103	6	0.07542446665611635
1103	7	0.030824553430683466
1103	8	0.05451121840295059
1103	9	0.01570297962503986
1103	10-11	0.03433814683204872
1103	12-13	0.0502637745043657
1103	14-15	0.04604477398746809
1103	16-17	0.034305106019274945
1103	18-19	0.027412252952238703
1103	20-21	0.10804713048158732
1103	22-23	0.07440085088142467
