##FastQC	0.12.1
>>Basic Statistics	pass
#Measure	Value
Filename	19_3F_fox_S14_L008_R1_001.fastq.gz
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	16348255
Total Bases	1.6 Gbp
Sequences flagged as poor quality	0
Sequence length	101
%GC	50
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	31.23696284404666	32.0	32.0	32.0	32.0	32.0
2	31.47772713356869	32.0	32.0	32.0	32.0	32.0
3	35.288069582961604	37.0	37.0	37.0	32.0	37.0
4	35.92885632136274	37.0	37.0	37.0	32.0	37.0
5	36.13627931543764	37.0	37.0	37.0	37.0	37.0
6	39.54302602938356	41.0	41.0	41.0	37.0	41.0
7	39.66711902891165	41.0	41.0	41.0	37.0	41.0
8	39.9472180364204	41.0	41.0	41.0	37.0	41.0
9	40.03337683440832	41.0	41.0	41.0	37.0	41.0
10-11	40.103828634921584	41.0	41.0	41.0	37.0	41.0
12-13	40.12062697211415	41.0	41.0	41.0	37.0	41.0
14-15	40.09958717306526	41.0	41.0	41.0	37.0	41.0
16-17	40.055571466190116	41.0	41.0	41.0	37.0	41.0
18-19	40.04599591821879	41.0	41.0	41.0	37.0	41.0
20-21	40.03256739021994	41.0	41.0	41.0	37.0	41.0
22-23	40.03835458279798	41.0	41.0	41.0	37.0	41.0
24-25	40.02098551190937	41.0	41.0	41.0	37.0	41.0
26-27	39.96004542992509	41.0	41.0	41.0	37.0	41.0
28-29	39.931098640191266	41.0	41.0	41.0	37.0	41.0
30-31	39.898277430832835	41.0	41.0	41.0	37.0	41.0
32-33	39.90479136764138	41.0	41.0	41.0	37.0	41.0
34-35	39.945035601659015	41.0	41.0	41.0	37.0	41.0
36-37	39.93990847952885	41.0	41.0	41.0	37.0	41.0
38-39	39.92514253050249	41.0	41.0	41.0	37.0	41.0
40-41	39.918534791633725	41.0	41.0	41.0	37.0	41.0
42-43	39.90151734848765	41.0	41.0	41.0	37.0	41.0
44-45	39.85126247419067	41.0	41.0	41.0	37.0	41.0
46-47	39.85027469292594	41.0	41.0	41.0	37.0	41.0
48-49	39.84966413846615	41.0	41.0	41.0	37.0	41.0
50-51	39.84093302312694	41.0	41.0	41.0	37.0	41.0
52-53	39.79558145502379	41.0	41.0	41.0	37.0	41.0
54-55	39.79435196600494	41.0	41.0	41.0	37.0	41.0
56-57	39.771963552073295	41.0	41.0	41.0	37.0	41.0
58-59	39.75760529181861	41.0	41.0	41.0	37.0	41.0
60-61	39.73606293148718	41.0	41.0	41.0	37.0	41.0
62-63	39.70046702232134	41.0	41.0	41.0	37.0	41.0
64-65	39.68963656977458	41.0	41.0	41.0	37.0	41.0
66-67	39.665855897158444	41.0	41.0	41.0	37.0	41.0
68-69	39.64747745248651	41.0	41.0	41.0	37.0	41.0
70-71	39.56049024804176	41.0	41.0	41.0	37.0	41.0
72-73	39.56436705324207	41.0	41.0	41.0	37.0	41.0
74-75	39.53160218017152	41.0	41.0	41.0	37.0	41.0
76-77	39.168153573577115	41.0	41.0	41.0	34.5	41.0
78-79	39.26212916913762	41.0	41.0	41.0	37.0	41.0
80-81	39.40535837005234	41.0	41.0	41.0	37.0	41.0
82-83	39.446466396566485	41.0	41.0	41.0	37.0	41.0
84-85	39.4151547672825	41.0	41.0	41.0	37.0	41.0
86-87	39.379835860157556	41.0	41.0	41.0	37.0	41.0
88-89	39.22984547892114	41.0	41.0	41.0	37.0	41.0
90-91	39.24626986182929	41.0	41.0	41.0	37.0	41.0
92-93	39.184587896384045	41.0	41.0	41.0	37.0	41.0
94-95	39.103456056930845	41.0	41.0	41.0	37.0	41.0
96-97	39.08300439404695	41.0	41.0	41.0	37.0	41.0
98-99	38.88425385461629	41.0	41.0	41.0	32.0	41.0
100-101	38.41808826079603	41.0	39.0	41.0	32.0	41.0
>>END_MODULE
>>Per tile sequence quality	fail
#Tile	Base	Mean
1101	1	-0.22695094359668033
1101	2	-0.11340679629742212
1101	3	-0.34919794195209874
1101	4	-0.26626821557695024
1101	5	0.1210656233910754
1101	6	-0.09353920881570588
1101	7	-0.07165128515242003
1101	8	0.03838719281697678
1101	9	-0.022054696892617187
1101	10-11	0.050120558044710606
1101	12-13	0.04566886332641218
1101	14-15	0.0406099405163971
1101	16-17	0.0756448012111619
1101	18-19	0.034235546513997406
1101	20-21	0.05344964093769278
1101	22-23	0.003725441870798818
1101	24-25	0.0321260065523532
1101	26-27	0.03688776389972048
1101	28-29	0.03748725086729365
1101	30-31	0.04860560128182101
1101	32-33	0.06938970804008449
1101	34-35	-0.023209471597297693
1101	36-37	-0.0023687318880476482
1101	38-39	0.020579196260690935
1101	40-41	-0.02696145733762023
1101	42-43	0.012189196588366258
1101	44-45	0.04765369777221906
1101	46-47	-0.004982455798831609
1101	48-49	0.011007767672332136
1101	50-51	0.057061758940598395
1101	52-53	0.05955078611536635
1101	54-55	0.027575340903361223
1101	56-57	0.06273648344244265
1101	58-59	0.02399827027763024
1101	60-61	0.04109698328185374
1101	62-63	0.05226422161891975
1101	64-65	0.03856232933395631
1101	66-67	0.02513341255694712
1101	68-69	0.016348602622713315
1101	70-71	0.07977630450218953
1101	72-73	0.08352965485872943
1101	74-75	0.0824858366302692
1101	76-77	0.06056273635696385
1101	78-79	0.14033874373615163
1101	80-81	0.13617180332966683
1101	82-83	0.13630036214477315
1101	84-85	0.10846118788142434
1101	86-87	0.11966032397883453
1101	88-89	0.20345516003879993
1101	90-91	0.2710174083704473
1101	92-93	0.2852957331813002
1101	94-95	0.3080369450480518
1101	96-97	0.21567111537825667
1101	98-99	0.43618360051275573
1101	100-101	0.30039788442439885
1102	1	-0.1723826735038898
1102	2	-0.04379130132941356
1102	3	-0.29896761095045576
1102	4	-0.07102554812945527
1102	5	0.1143606996163058
1102	6	0.007235690759820557
1102	7	-0.045905123961730965
1102	8	0.08908373274619663
1102	9	0.008606835333992535
1102	10-11	0.023608799154388294
1102	12-13	0.034060865155922215
1102	14-15	0.012819481933199484
1102	16-17	0.08487835940186272
1102	18-19	0.09702402501766727
1102	20-21	0.09275445382570524
1102	22-23	0.07487410096508285
1102	24-25	0.08914432436450426
1102	26-27	0.08150657480757673
1102	28-29	0.08448078197520914
1102	30-31	0.10505185875619105
1102	32-33	0.08060893148390136
1102	34-35	0.046394019884019144
1102	36-37	0.021638856534309525
1102	38-39	0.04214848178551733
1102	40-41	0.023828920455919445
1102	42-43	0.023618681514484763
1102	44-45	0.06623275712135523
1102	46-47	0.05494802600730253
1102	48-49	0.040798884011543635
1102	50-51	0.020828359943756425
1102	52-53	0.07777926116787626
1102	54-55	0.043688607028087745
1102	56-57	0.025690086409760227
1102	58-59	-0.009298027995377822
1102	60-61	0.05056309699201478
1102	62-63	0.07600575311092683
1102	64-65	0.05924805879632089
1102	66-67	0.07410648430883526
1102	68-69	0.07648357912172088
1102	70-71	0.05137292515496483
1102	72-73	0.1128682887524377
1102	74-75	0.15099600921520562
1102	76-77	0.16696686594725918
1102	78-79	0.18774867641516835
1102	80-81	0.22380158734709
1102	82-83	0.15025504986630267
1102	84-85	0.1719153964550415
1102	86-87	0.14193484775741894
1102	88-89	0.29563131098320383
1102	90-91	0.3106273222129161
1102	92-93	0.30465151281918423
1102	94-95	0.3710214570295065
1102	96-97	0.3448404401856493
1102	98-99	0.5437288416440254
1102	100-101	0.4129482633583734
1103	1	-0.15733880882884677
1103	2	-0.0330068019036851
1103	3	-0.23953293848717294
1103	4	-0.07768012912752198
1103	5	0.12318505371504784
1103	6	0.062340061576591665
1103	7	0.0028399383221113794
1103	8	0.05604328335552111
1103	9	0.025244488929679676
1103	10-11	0.045017355413634164
1103	12-13	0.06875813473261871
1103	14-15	0.044398708397629605
1103	16-17	0.03227219005810156
1103	18-19	0.07568003540373525
1103	20-21	0.049579127486353514
1103	22-23	0.09511263777584844
1103	24-25	0.07159383206982994
1103	26-27	0.07820268847832779
1103	28-29	0.04988377777994657
1103	30-31	0.11086570858309841
1103	32-33	0.06404075498285522
1103	34-35	-0.049701297313689
1103	36-37	0.003920111035988327
1103	38-39	0.03598681307485663
1103	40-41	-0.004620782127389589
1103	42-43	0.013463014691581066
1103	44-45	0.0669401108060157
1103	46-47	0.07021302458403511
1103	48-49	-0.008649264707329962
1103	50-51	0.008277694077371223
1103	52-53	0.005415041328006964
1103	54-55	0.009223394221130832
1103	56-57	0.038056497462712
1103	58-59	-7.376301440373823E-4
1103	60-61	0.028362644326051623
1103	62-63	0.06795682120719704
1103	64-65	0.0358053431369072
1103	66-67	0.03550522999748296
1103	68-69	0.02810665991005834
1103	70-71	0.1418944535584643
1103	72-73	0.11603209817464943
1103	74-75	0.07646673768321932
1103	76-77	0.07412792359976805
1103	78-79	0.12320138242755263
1103	80-81	0.1808368385960435
1103	82-83	0.1633687022069239
1103	84-85	0.19259577688013252
1103	86-87	0.1813124694676489
1103	88-89	0.30951837523160464
1103	90-91	0.28390056950537
1103	92-93	0.3876075234602254
1103	94-95	0.4020415216372797
1103	96-97	0.32452811292309036
1103	98-99	0.46263890779727745
1103	100-101	0.33780168609993666
1104	1	-0.18647356810681615
1104	2	-0.010728120899990756
1104	3	-0.14694966154717548
1104	4	-0.02973706598837822
1104	5	0.12400126395569089
1104	6	0.05720274237216927
1104	7	0.03170360967229868
1104	8	0.12183656681001054
1104	9	-0.0032855307666537215
1104	10-11	0.03401345265542943
1104	12-13	0.01406274510102179
1104	14-15	0.028499613181246275
1104	16-17	0.01567792488283004
1104	18-19	0.06358126051159019
1104	20-21	0.06832751620024169
1104	22-23	0.04784498762945333
1104	24-25	0.05822957454319777
1104	26-27	0.024145876504782393
1104	28-29	0.08070201945975697
1104	30-31	0.08276374032237044
1104	32-33	0.06233253480891676
1104	34-35	0.04447179193333284
1104	36-37	0.06653655700338135
1104	38-39	0.06108972190664019
1104	40-41	0.016662936122187944
1104	42-43	0.005522226790148466
1104	44-45	0.11942327904160521
1104	46-47	0.06849291697886173
1104	48-49	0.06753210730830261
1104	50-51	0.05564452391666208
1104	52-53	0.058375939747364214
1104	54-55	0.07112220695631777
1104	56-57	0.1166093935367627
1104	58-59	0.011600500531351088
1104	60-61	0.0400574982519899
1104	62-63	0.03316286879143604
1104	64-65	0.06770943746609959
1104	66-67	0.1170879570444967
1104	68-69	0.1336401247585286
1104	70-71	0.1397061270999913
1104	72-73	0.13983587795382135
1104	74-75	0.15187164661318775
1104	76-77	0.09349627140952066
1104	78-79	0.18651636276473482
1104	80-81	0.20145572662234912
1104	82-83	0.1853527420974146
1104	84-85	0.20166621481019575
1104	86-87	0.174873374940951
1104	88-89	0.28767583687543663
1104	90-91	0.3436182048666012
1104	92-93	0.34457106221938005
1104	94-95	0.4116947900682604
1104	96-97	0.3552241943902601
1104	98-99	0.5593150125332258
1104	100-101	0.37508252469086756
1105	1	-0.1639817872808358
1105	2	-0.04535288894966172
1105	3	-0.08837531206243199
1105	4	0.018931242081848154
1105	5	0.11283821913254144
1105	6	0.0208700987458883
1105	7	0.009704380175548977
1105	8	0.14065742190380348
1105	9	0.05040273041097976
1105	10-11	0.03097968272359708
1105	12-13	0.016126290860299264
1105	14-15	0.021966498193812356
1105	16-17	0.06413038173658236
1105	18-19	0.06347180132455321
1105	20-21	0.07331562214181986
1105	22-23	0.0726451440655822
1105	24-25	0.0021890991119661862
1105	26-27	0.019083590617434254
1105	28-29	0.03153027719385193
1105	30-31	0.04722066343799014
1105	32-33	-0.0052877608907522244
1105	34-35	-0.012819654214013099
1105	36-37	0.04781244671212903
1105	38-39	0.06469276137114122
1105	40-41	0.03454161490635954
1105	42-43	0.030334728073704298
1105	44-45	0.09716735293512357
